"Location","Phase","Cheese","Charm","Attraction Rate","Mouse","Sample Size"
"Festive Comet","Snow (1)","Gouda","-","17.39%","Hoarder",230
"Festive Comet","Snow (1)","Gouda","-","10.00%","Snowball Hoarder",230
"Festive Comet","Snow (1)","Gouda","-","8.70%","Wreath Thief",230
"Festive Comet","Snow (1)","Gouda","-","7.39%","Toy Tinkerer",230
"Festive Comet","Snow (1)","Gouda","-","6.52%","Toboggan Technician",230
"Festive Comet","Snow (1)","Gouda","-","6.52%","Missile Toe",230
"Festive Comet","Snow (1)","Gouda","-","6.09%","Toy",230
"Festive Comet","Snow (1)","Gouda","-","5.65%","Stocking",230
"Festive Comet","Snow (1)","Gouda","-","4.78%","Snow Boulder",230
"Festive Comet","Snow (1)","Gouda","-","4.78%","Ribbon",230
"Festive Comet","Snow (1)","Gouda","-","4.35%","Gingerbread",230
"Festive Comet","Snow (1)","Gouda","-","3.91%","Triple Lutz",230
"Festive Comet","Snow (1)","Gouda","-","3.48%","Nutcracker",230
"Festive Comet","Snow (1)","Gouda","-","3.04%","Destructoy",230
"Festive Comet","Snow (1)","Gouda","-","2.17%","Christmas Tree",230
"Festive Comet","Snow (1)","Gouda","-","1.74%","Sporty Ski Instructor",230
"Festive Comet","Snow (1)","Gouda","-","1.30%","Candy Cane",230
"Festive Comet","Snow (1)","Gouda","-","1.30%","Young Prodigy Racer",230
"Festive Comet","Snow (1)","Gouda","-","0.87%","Ridiculous Sweater",230
"Festive Comet","Snow (1)","Gouda","Winter","15.76%","Hoarder",165
"Festive Comet","Snow (1)","Gouda","Winter","9.09%","Snowflake",165
"Festive Comet","Snow (1)","Gouda","Winter","9.09%","Wreath Thief",165
"Festive Comet","Snow (1)","Gouda","Winter","7.88%","Ribbon",165
"Festive Comet","Snow (1)","Gouda","Winter","6.67%","Missile Toe",165
"Festive Comet","Snow (1)","Gouda","Winter","6.06%","Gingerbread",165
"Festive Comet","Snow (1)","Gouda","Winter","5.45%","Toy Tinkerer",165
"Festive Comet","Snow (1)","Gouda","Winter","5.45%","Ridiculous Sweater",165
"Festive Comet","Snow (1)","Gouda","Winter","4.24%","Toy",165
"Festive Comet","Snow (1)","Gouda","Winter","4.24%","Destructoy",165
"Festive Comet","Snow (1)","Gouda","Winter","3.64%","Toboggan Technician",165
"Festive Comet","Snow (1)","Gouda","Winter","3.64%","Snow Boulder",165
"Festive Comet","Snow (1)","Gouda","Winter","3.64%","Triple Lutz",165
"Festive Comet","Snow (1)","Gouda","Winter","3.03%","Snowball Hoarder",165
"Festive Comet","Snow (1)","Gouda","Winter","2.42%","Stocking",165
"Festive Comet","Snow (1)","Gouda","Winter","2.42%","Nutcracker",165
"Festive Comet","Snow (1)","Gouda","Winter","2.42%","Sporty Ski Instructor",165
"Festive Comet","Snow (1)","Gouda","Winter","1.82%","Christmas Tree",165
"Festive Comet","Snow (1)","Gouda","Winter","1.21%","Miser",165
"Festive Comet","Snow (1)","Gouda","Winter","1.21%","Candy Cane",165
"Festive Comet","Snow (1)","Gouda","Winter","0.61%","Young Prodigy Racer",165
"Festive Comet","Snow (1)","Pecan Pecorino","-","23.72%","Snow Scavenger",1092
"Festive Comet","Snow (1)","Pecan Pecorino","-","10.81%","Snowblower",1092
"Festive Comet","Snow (1)","Pecan Pecorino","-","7.78%","Builder",1092
"Festive Comet","Snow (1)","Pecan Pecorino","-","5.31%","Reinbo",1092
"Festive Comet","Snow (1)","Pecan Pecorino","-","5.22%","Snow Fort",1092
"Festive Comet","Snow (1)","Pecan Pecorino","-","5.13%","Snowglobe",1092
"Festive Comet","Snow (1)","Pecan Pecorino","-","4.85%","Stuck Snowball",1092
"Festive Comet","Snow (1)","Pecan Pecorino","-","4.49%","Nice Knitting",1092
"Festive Comet","Snow (1)","Pecan Pecorino","-","4.30%","Elf",1092
"Festive Comet","Snow (1)","Pecan Pecorino","-","3.85%","Snow Sorceress",1092
"Festive Comet","Snow (1)","Pecan Pecorino","-","3.57%","Great Winter Hunt Impostor",1092
"Festive Comet","Snow (1)","Pecan Pecorino","-","3.57%","Slay Ride",1092
"Festive Comet","Snow (1)","Pecan Pecorino","-","3.48%","Snow Golem Jockey",1092
"Festive Comet","Snow (1)","Pecan Pecorino","-","3.02%","Frigid Foreman",1092
"Festive Comet","Snow (1)","Pecan Pecorino","-","2.75%","Free Skiing",1092
"Festive Comet","Snow (1)","Pecan Pecorino","-","2.56%","Borean Commander",1092
"Festive Comet","Snow (1)","Pecan Pecorino","-","2.11%","S.N.O.W. Golem",1092
"Festive Comet","Snow (1)","Pecan Pecorino","-","1.83%","Glacia Ice Fist",1092
"Festive Comet","Snow (1)","Pecan Pecorino","-","1.65%","Tundra Huntress",1092
"Festive Comet","Snow (1)","Pecan Pecorino","Winter","23.95%","Snow Scavenger",476
"Festive Comet","Snow (1)","Pecan Pecorino","Winter","9.03%","Snowflake",476
"Festive Comet","Snow (1)","Pecan Pecorino","Winter","8.19%","Builder",476
"Festive Comet","Snow (1)","Pecan Pecorino","Winter","7.35%","Snowblower",476
"Festive Comet","Snow (1)","Pecan Pecorino","Winter","5.46%","Snow Fort",476
"Festive Comet","Snow (1)","Pecan Pecorino","Winter","5.04%","Nice Knitting",476
"Festive Comet","Snow (1)","Pecan Pecorino","Winter","4.83%","Reinbo",476
"Festive Comet","Snow (1)","Pecan Pecorino","Winter","4.62%","Great Winter Hunt Impostor",476
"Festive Comet","Snow (1)","Pecan Pecorino","Winter","4.41%","Slay Ride",476
"Festive Comet","Snow (1)","Pecan Pecorino","Winter","4.41%","Elf",476
"Festive Comet","Snow (1)","Pecan Pecorino","Winter","3.78%","Snow Golem Jockey",476
"Festive Comet","Snow (1)","Pecan Pecorino","Winter","3.15%","Stuck Snowball",476
"Festive Comet","Snow (1)","Pecan Pecorino","Winter","2.73%","Snow Sorceress",476
"Festive Comet","Snow (1)","Pecan Pecorino","Winter","2.73%","Snowglobe",476
"Festive Comet","Snow (1)","Pecan Pecorino","Winter","2.10%","Tundra Huntress",476
"Festive Comet","Snow (1)","Pecan Pecorino","Winter","1.89%","Borean Commander",476
"Festive Comet","Snow (1)","Pecan Pecorino","Winter","1.89%","S.N.O.W. Golem",476
"Festive Comet","Snow (1)","Pecan Pecorino","Winter","1.89%","Free Skiing",476
"Festive Comet","Snow (1)","Pecan Pecorino","Winter","1.47%","Frigid Foreman",476
"Festive Comet","Snow (1)","Pecan Pecorino","Winter","1.05%","Glacia Ice Fist",476
"Festive Comet","Snow (1)","Pecan Pecorino","Let It Snow","17.81%","Snow Golem Architect",1656
"Festive Comet","Snow (1)","Pecan Pecorino","Let It Snow","17.15%","Snow Scavenger",1656
"Festive Comet","Snow (1)","Pecan Pecorino","Let It Snow","7.97%","Snowblower",1656
"Festive Comet","Snow (1)","Pecan Pecorino","Let It Snow","6.04%","Builder",1656
"Festive Comet","Snow (1)","Pecan Pecorino","Let It Snow","4.95%","Snow Fort",1656
"Festive Comet","Snow (1)","Pecan Pecorino","Let It Snow","4.71%","Reinbo",1656
"Festive Comet","Snow (1)","Pecan Pecorino","Let It Snow","4.65%","Nice Knitting",1656
"Festive Comet","Snow (1)","Pecan Pecorino","Let It Snow","4.11%","Snow Golem Jockey",1656
"Festive Comet","Snow (1)","Pecan Pecorino","Let It Snow","4.05%","Great Winter Hunt Impostor",1656
"Festive Comet","Snow (1)","Pecan Pecorino","Let It Snow","3.86%","Stuck Snowball",1656
"Festive Comet","Snow (1)","Pecan Pecorino","Let It Snow","3.80%","Snowglobe",1656
"Festive Comet","Snow (1)","Pecan Pecorino","Let It Snow","3.44%","Elf",1656
"Festive Comet","Snow (1)","Pecan Pecorino","Let It Snow","2.90%","Slay Ride",1656
"Festive Comet","Snow (1)","Pecan Pecorino","Let It Snow","2.84%","Snow Sorceress",1656
"Festive Comet","Snow (1)","Pecan Pecorino","Let It Snow","2.42%","Frigid Foreman",1656
"Festive Comet","Snow (1)","Pecan Pecorino","Let It Snow","2.36%","Free Skiing",1656
"Festive Comet","Snow (1)","Pecan Pecorino","Let It Snow","2.05%","S.N.O.W. Golem",1656
"Festive Comet","Snow (1)","Pecan Pecorino","Let It Snow","1.69%","Glacia Ice Fist",1656
"Festive Comet","Snow (1)","Pecan Pecorino","Let It Snow","1.69%","Tundra Huntress",1656
"Festive Comet","Snow (1)","Pecan Pecorino","Let It Snow","1.51%","Borean Commander",1656
"Festive Comet","Snow (1)","Arctic Asiago","-","9.23%","Joy",130
"Festive Comet","Snow (1)","Arctic Asiago","-","8.46%","Confused Courier",130
"Festive Comet","Snow (1)","Arctic Asiago","-","8.46%","Hoarder",130
"Festive Comet","Snow (1)","Arctic Asiago","-","6.15%","Ridiculous Sweater",130
"Festive Comet","Snow (1)","Arctic Asiago","-","5.38%","Toy Tinkerer",130
"Festive Comet","Snow (1)","Arctic Asiago","-","5.38%","Miser",130
"Festive Comet","Snow (1)","Arctic Asiago","-","5.38%","Toboggan Technician",130
"Festive Comet","Snow (1)","Arctic Asiago","-","5.38%","Young Prodigy Racer",130
"Festive Comet","Snow (1)","Arctic Asiago","-","4.62%","Snow Boulder",130
"Festive Comet","Snow (1)","Arctic Asiago","-","4.62%","Gingerbread",130
"Festive Comet","Snow (1)","Arctic Asiago","-","4.62%","Missile Toe",130
"Festive Comet","Snow (1)","Arctic Asiago","-","3.85%","Nutcracker",130
"Festive Comet","Snow (1)","Arctic Asiago","-","3.85%","Wreath Thief",130
"Festive Comet","Snow (1)","Arctic Asiago","-","3.85%","Ribbon",130
"Festive Comet","Snow (1)","Arctic Asiago","-","3.85%","Snowball Hoarder",130
"Festive Comet","Snow (1)","Arctic Asiago","-","3.08%","Sporty Ski Instructor",130
"Festive Comet","Snow (1)","Arctic Asiago","-","2.31%","Present",130
"Festive Comet","Snow (1)","Arctic Asiago","-","2.31%","Stocking",130
"Festive Comet","Snow (1)","Arctic Asiago","-","2.31%","Triple Lutz",130
"Festive Comet","Snow (1)","Arctic Asiago","-","2.31%","Toy",130
"Festive Comet","Snow (1)","Arctic Asiago","-","0.77%","Mouse of Winter Future",130
"Festive Comet","Snow (1)","Arctic Asiago","-","0.77%","Rainbow Racer",130
"Festive Comet","Snow (1)","Arctic Asiago","-","0.77%","Candy Cane",130
"Festive Comet","Snow (1)","Arctic Asiago","-","0.77%","Black Diamond Racer",130
"Festive Comet","Snow (1)","Arctic Asiago","-","0.77%","Christmas Tree",130
"Festive Comet","Snow (1)","Arctic Asiago","-","0.77%","Destructoy",130
"Festive Comet","Snow (1)","Arctic Asiago","Winter","9.60%","Snowflake",125
"Festive Comet","Snow (1)","Arctic Asiago","Winter","9.60%","Joy",125
"Festive Comet","Snow (1)","Arctic Asiago","Winter","6.40%","Miser",125
"Festive Comet","Snow (1)","Arctic Asiago","Winter","5.60%","Hoarder",125
"Festive Comet","Snow (1)","Arctic Asiago","Winter","4.80%","Snow Boulder",125
"Festive Comet","Snow (1)","Arctic Asiago","Winter","4.80%","Ridiculous Sweater",125
"Festive Comet","Snow (1)","Arctic Asiago","Winter","4.80%","Destructoy",125
"Festive Comet","Snow (1)","Arctic Asiago","Winter","4.80%","Ribbon",125
"Festive Comet","Snow (1)","Arctic Asiago","Winter","4.00%","Young Prodigy Racer",125
"Festive Comet","Snow (1)","Arctic Asiago","Winter","4.00%","Confused Courier",125
"Festive Comet","Snow (1)","Arctic Asiago","Winter","4.00%","Wreath Thief",125
"Festive Comet","Snow (1)","Arctic Asiago","Winter","4.00%","Missile Toe",125
"Festive Comet","Snow (1)","Arctic Asiago","Winter","3.20%","Triple Lutz",125
"Festive Comet","Snow (1)","Arctic Asiago","Winter","3.20%","Toboggan Technician",125
"Festive Comet","Snow (1)","Arctic Asiago","Winter","3.20%","Toy Tinkerer",125
"Festive Comet","Snow (1)","Arctic Asiago","Winter","3.20%","Gingerbread",125
"Festive Comet","Snow (1)","Arctic Asiago","Winter","2.40%","Mouse of Winter Past",125
"Festive Comet","Snow (1)","Arctic Asiago","Winter","2.40%","Toy",125
"Festive Comet","Snow (1)","Arctic Asiago","Winter","2.40%","Present",125
"Festive Comet","Snow (1)","Arctic Asiago","Winter","1.60%","Rainbow Racer",125
"Festive Comet","Snow (1)","Arctic Asiago","Winter","1.60%","Stocking",125
"Festive Comet","Snow (1)","Arctic Asiago","Winter","1.60%","Mad Elf",125
"Festive Comet","Snow (1)","Arctic Asiago","Winter","1.60%","Snowball Hoarder",125
"Festive Comet","Snow (1)","Arctic Asiago","Winter","1.60%","Sporty Ski Instructor",125
"Festive Comet","Snow (1)","Arctic Asiago","Winter","0.80%","Greedy Al",125
"Festive Comet","Snow (1)","Arctic Asiago","Winter","0.80%","Nutcracker",125
"Festive Comet","Snow (1)","Arctic Asiago","Winter","0.80%","Squeaker Claws",125
"Festive Comet","Snow (1)","Arctic Asiago","Winter","0.80%","Mouse of Winter Present",125
"Festive Comet","Snow (1)","Arctic Asiago","Winter","0.80%","Nitro Racer",125
"Festive Comet","Snow (1)","Arctic Asiago","Winter","0.80%","Black Diamond Racer",125
"Festive Comet","Snow (1)","Arctic Asiago","Winter","0.80%","Mouse of Winter Future",125
"Festive Comet","Wrapping Paper (2)","SB+","-","10.40%","Hoarder",125
"Festive Comet","Wrapping Paper (2)","SB+","-","9.60%","Joy",125
"Festive Comet","Wrapping Paper (2)","SB+","-","8.80%","Snow Boulder",125
"Festive Comet","Wrapping Paper (2)","SB+","-","5.60%","Missile Toe",125
"Festive Comet","Wrapping Paper (2)","SB+","-","4.80%","Stocking",125
"Festive Comet","Wrapping Paper (2)","SB+","-","4.80%","Gingerbread",125
"Festive Comet","Wrapping Paper (2)","SB+","-","4.80%","Sporty Ski Instructor",125
"Festive Comet","Wrapping Paper (2)","SB+","-","4.80%","Toy Tinkerer",125
"Festive Comet","Wrapping Paper (2)","SB+","-","4.80%","Young Prodigy Racer",125
"Festive Comet","Wrapping Paper (2)","SB+","-","4.00%","Miser",125
"Festive Comet","Wrapping Paper (2)","SB+","-","3.20%","Wreath Thief",125
"Festive Comet","Wrapping Paper (2)","SB+","-","3.20%","Nitro Racer",125
"Festive Comet","Wrapping Paper (2)","SB+","-","3.20%","Christmas Tree",125
"Festive Comet","Wrapping Paper (2)","SB+","-","2.40%","Ribbon",125
"Festive Comet","Wrapping Paper (2)","SB+","-","2.40%","Black Diamond Racer",125
"Festive Comet","Wrapping Paper (2)","SB+","-","2.40%","Toboggan Technician",125
"Festive Comet","Wrapping Paper (2)","SB+","-","2.40%","Triple Lutz",125
"Festive Comet","Wrapping Paper (2)","SB+","-","1.60%","Scrooge",125
"Festive Comet","Wrapping Paper (2)","SB+","-","1.60%","Mouse of Winter Present",125
"Festive Comet","Wrapping Paper (2)","SB+","-","1.60%","Destructoy",125
"Festive Comet","Wrapping Paper (2)","SB+","-","1.60%","Greedy Al",125
"Festive Comet","Wrapping Paper (2)","SB+","-","1.60%","Ridiculous Sweater",125
"Festive Comet","Wrapping Paper (2)","SB+","-","1.60%","Mouse of Winter Past",125
"Festive Comet","Wrapping Paper (2)","SB+","-","1.60%","Candy Cane",125
"Festive Comet","Wrapping Paper (2)","SB+","-","0.80%","Toy",125
"Festive Comet","Wrapping Paper (2)","SB+","-","0.80%","Snowball Hoarder",125
"Festive Comet","Wrapping Paper (2)","SB+","-","0.80%","Mad Elf",125
"Festive Comet","Wrapping Paper (2)","SB+","-","0.80%","Nutcracker",125
"Festive Comet","Wrapping Paper (2)","SB+","-","0.80%","Double Black Diamond Racer",125
"Festive Comet","Wrapping Paper (2)","SB+","-","0.80%","Confused Courier",125
"Festive Comet","Wrapping Paper (2)","SB+","-","0.80%","Ornament",125
"Festive Comet","Wrapping Paper (2)","SB+","-","0.80%","Rainbow Racer",125
"Festive Comet","Wrapping Paper (2)","SB+","-","0.80%","Squeaker Claws",125
"Festive Comet","Wrapping Paper (2)","Gouda","-","16.96%","Hoarder",171
"Festive Comet","Wrapping Paper (2)","Gouda","-","16.37%","Snowball Hoarder",171
"Festive Comet","Wrapping Paper (2)","Gouda","-","9.94%","Triple Lutz",171
"Festive Comet","Wrapping Paper (2)","Gouda","-","7.02%","Missile Toe",171
"Festive Comet","Wrapping Paper (2)","Gouda","-","6.43%","Wreath Thief",171
"Festive Comet","Wrapping Paper (2)","Gouda","-","6.43%","Ribbon",171
"Festive Comet","Wrapping Paper (2)","Gouda","-","6.43%","Destructoy",171
"Festive Comet","Wrapping Paper (2)","Gouda","-","5.85%","Toboggan Technician",171
"Festive Comet","Wrapping Paper (2)","Gouda","-","5.26%","Toy Tinkerer",171
"Festive Comet","Wrapping Paper (2)","Gouda","-","4.68%","Gingerbread",171
"Festive Comet","Wrapping Paper (2)","Gouda","-","2.92%","Snow Boulder",171
"Festive Comet","Wrapping Paper (2)","Gouda","-","2.34%","Nutcracker",171
"Festive Comet","Wrapping Paper (2)","Gouda","-","1.75%","Toy",171
"Festive Comet","Wrapping Paper (2)","Gouda","-","1.75%","Ridiculous Sweater",171
"Festive Comet","Wrapping Paper (2)","Gouda","-","1.75%","Candy Cane",171
"Festive Comet","Wrapping Paper (2)","Gouda","-","1.17%","Christmas Tree",171
"Festive Comet","Wrapping Paper (2)","Gouda","-","1.17%","Young Prodigy Racer",171
"Festive Comet","Wrapping Paper (2)","Gouda","-","0.58%","Miser",171
"Festive Comet","Wrapping Paper (2)","Gouda","-","0.58%","Sporty Ski Instructor",171
"Festive Comet","Wrapping Paper (2)","Gouda","-","0.58%","Stocking",171
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","-","21.63%","Snow Scavenger",823
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","-","8.75%","Builder",823
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","-","7.78%","Snowblower",823
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","-","6.08%","Stuck Snowball",823
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","-","5.95%","Snow Fort",823
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","-","5.71%","Snowglobe",823
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","-","5.59%","Slay Ride",823
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","-","5.22%","Reinbo",823
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","-","4.74%","Great Winter Hunt Impostor",823
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","-","4.62%","Nice Knitting",823
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","-","4.01%","Snow Golem Jockey",823
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","-","3.52%","Elf",823
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","-","2.92%","Free Skiing",823
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","-","2.67%","Snow Sorceress",823
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","-","2.55%","S.N.O.W. Golem",823
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","-","2.43%","Frigid Foreman",823
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","-","2.31%","Tundra Huntress",823
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","-","1.82%","Borean Commander",823
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","-","1.70%","Glacia Ice Fist",823
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","Winter","20.72%","Snow Scavenger",304
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","Winter","10.86%","Snowflake",304
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","Winter","10.53%","Snowblower",304
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","Winter","7.89%","Builder",304
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","Winter","5.59%","Slay Ride",304
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","Winter","5.26%","Snow Fort",304
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","Winter","3.95%","Stuck Snowball",304
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","Winter","3.95%","Snow Golem Jockey",304
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","Winter","3.62%","Snowglobe",304
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","Winter","3.62%","Reinbo",304
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","Winter","3.29%","Elf",304
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","Winter","2.96%","Nice Knitting",304
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","Winter","2.63%","Frigid Foreman",304
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","Winter","2.63%","Great Winter Hunt Impostor",304
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","Winter","2.63%","Borean Commander",304
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","Winter","2.30%","S.N.O.W. Golem",304
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","Winter","1.97%","Free Skiing",304
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","Winter","1.97%","Snow Sorceress",304
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","Winter","1.97%","Tundra Huntress",304
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","Winter","1.64%","Glacia Ice Fist",304
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","Let It Snow","18.94%","Snow Scavenger",734
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","Let It Snow","18.53%","Snow Golem Architect",734
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","Let It Snow","7.36%","Snowblower",734
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","Let It Snow","6.81%","Builder",734
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","Let It Snow","4.90%","Slay Ride",734
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","Let It Snow","4.50%","Stuck Snowball",734
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","Let It Snow","4.36%","Snowglobe",734
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","Let It Snow","4.36%","Nice Knitting",734
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","Let It Snow","4.09%","Snow Fort",734
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","Let It Snow","3.95%","Elf",734
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","Let It Snow","3.41%","Reinbo",734
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","Let It Snow","2.86%","Great Winter Hunt Impostor",734
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","Let It Snow","2.72%","Frigid Foreman",734
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","Let It Snow","2.45%","S.N.O.W. Golem",734
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","Let It Snow","2.32%","Free Skiing",734
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","Let It Snow","2.18%","Snow Golem Jockey",734
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","Let It Snow","2.18%","Snow Sorceress",734
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","Let It Snow","2.04%","Glacia Ice Fist",734
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","Let It Snow","1.50%","Borean Commander",734
"Festive Comet","Wrapping Paper (2)","Pecan Pecorino","Let It Snow","0.54%","Tundra Huntress",734
"Festive Comet","Wrapping Paper (2)","Arctic Asiago","Winter","11.43%","Hoarder",105
